title_clean,company_clean,location_clean,description_clean,desc_length,title_length,word_count,source,link
vendeuse en parfumerie sentel - casablanca,sentel,casablanca,"mes favoris connexion inscription faq contact sentel parfums recrute une vendeuse expérimentée pour rejoindre son équipe. profil recherché : • expérience confirmée en vente (idéalement en parfumerie ou cosmétique) • excellente élocution en français • présentation soignée • sens du contact client et esprit commercial • sérieuse, dynamique et motivée nous offrons : • salaire attractif • possibilité d’évolution • environnement de travail jeune et dynamique poste basé à casablanca merci d’envoyer votre cv avec photo",555,42,76,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10298433/Vendeuse-en-parfumerie-SENTEL.html
soudeurs et techniciens en tuyauterie - casablanca,le berger,casablanca,"mes favoris connexion inscription faq contact dans le cadre du développement de nos activités et afin de renforcer notre équipe technique, nous recrutons des profils qualifiés et motivés pour les postes suivants : 🔧 deux (02) soudeurs 🔩 quatre (04) techniciens en tuyauterie missions principales soudeurs : réaliser les travaux de soudage conformément aux plans et aux normes techniques en vigueur préparer les pièces à souder et sélectionner les procédés adaptés contrôler la qualité des soudures réalisées appliquer strictement les consignes de sécurité, de qualité et d’environnement techniciens en tuyauterie : assurer le montage, l’assemblage et l’installation des réseaux de tuyauterie industrielle lire et interpréter les plans isométriques et documents techniques réaliser les opérations de découpe, d’ajustage et de montage participer aux essais, à la mise en service et aux travaux de maintenance veiller au respect des normes techniques et des règles hse profil recherché formation technique en soudage ou en tuyauterie industrielle expérience confirmée en soudage / tuyauterie industrielle bonne maîtrise de la lecture de plans et schémas techniques rigueur, sens des responsabilités et esprit d’équipe capacité à travailler dans le respect des délais et des consignes de sécurité conditions proposées rémunération attractive selon expérience et compétences transport assuré cantine sur place",1467,50,203,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295484/Soudeurs-et-Techniciens-en-Tuyauterie.html
contrôleurs magasin produits finis - casablanca,anonyme,casablanca,"mes favoris connexion inscription faq contact bonjour, nous sommes à la recherche au profit de notre entreprise spécialisée en industrie agroalimentaire, des contrôleurs des marchandises expérimentés. merci de nous envoyer votre cv en réponse à cette annonce.",267,48,37,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10291480/Contrôleurs-magasin-produits-finis.html
livreur permis b à casablanca,anonyme,casablanca,"mes favoris connexion inscription faq contact bonjour, nous recrutons pour le compte de notre entreprise des livreurs avec un permis b et une expérience dans la grande distribution.",182,30,28,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297895/Livreur-permis-B-à-Casablanca.html
chargé achats - industrie agroalimentaire - casablanca,anonyme,casablanca,"mes favoris connexion inscription faq contact bonjour, nous sommes à la recherche au profit de notre entreprise spécialisée en industrie agroalimentaire, un chargé achats (h/f)ayant une expérience significative en industrie agroalimentaire",244,55,31,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295443/Chargé-achats-Industrie-agroalimentaire.html
agent de nettoyage – agadir,particulier,agadir,mes favoris connexion inscription faq contact - lieu : agadir - contrat : interim - disponibilité : immédiate nous recherchons un agent de nettoyage pour une société maritime. missions : nettoyage intérieur et extérieur des embarcations. utilisation de produits adaptés et respect des consignes de sécurité. signalement des anomalies et maintien de la zone de travail propre. les personnes intéressées sont priées de nous envoyer leur candidature.,459,29,67,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10260989/Agent-de-nettoyage-–-Agadir.html
receptionniste - casablanca,best profil,casablanca,"mes favoris connexion inscription faq contact entreprise best profil recrute pour le compte de son client un réceptionniste basés à rabat ayant une expérience obligatoire poste mission : assurer l''accueil des clients à l''hôtel tout au long du séjour et leur fournir toute information nécessaire au bon déroulement de celui-ci. planifier les réservations et l''occupation des chambres. effectuer la comptabilité journalière, la facturation des prestations, l''encaissement des notes et le contrôle des paiements différés. organiser les relations avec les autres services. profil recherché une expérience confirmé dans le domaine. une bonne maitrise des langues ( français au minimum, l’anglais serait un plus). une présentation soignée professionnelle. ville : rabat/agdal",792,27,109,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300236/RECEPTIONNISTE.html
responsable rh / bac+ 5 - tanger,vita couture company,tanger,"mes favoris connexion inscription faq contact vita couture recrute un(e) responsable rh au sein de sa direction rh. vous aurez comme missions : - consolider sous forme de plan de recrutement annuel l’ensemble des besoins en matière de recrutement émis par les différentes organisations à valider par la direction générale - assurer la gestion du processus de recrutement : recherche base de données, réseaux sociaux, annonce jobboard et pré-sélection des candidatures - assurer la gestion du processus ""référentiel des emplois et des compétence"": création de nouveau postes, mise-à-jour des fiches de postes - organiser les ateliers de détection des besoins en formation avec les responsables de départements le drh et consolider les besoins en formation sous forme de plans de formation biannuels à faire valider par le directeur général - piloter l''exécution du plan de formation : elaboration des programmes, prospection des intervenants, organisation des actions de formation, évaluation des formations - piloter le processus de remboursement des frais de formation auprès de l''ofppt - animer le processus de la « marque employeur » à travers les réseaux sociaux et les partenariats ecoles et universités - assurer le suivi de la présence : congés, maladies, absences, heures supplémentaires… - assurer l’interface entre le département rh et la daf pour le traitement de la paie : échange et contrôle des bulletins de paie avant envoie des virements - etablir et suivre les déclarations liées aux accidents de travail. - assurer la gestion et le suivi des contrats cdd - assurer le suivi de la période d’essai des collaborateurs en période d’essai et organiser les entretiens de confirmation ""hiérarchie et rh"" de formation bac+ 5 et disposant d’une expérience de 12 à 15 ans dans le domaine de la gestion des ressources humaines (idéalement en milieu industriel).",1922,32,295,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300235/Responsable-rh-bac-5.html
laveur - casablanca,best profil,casablanca,"mes favoris connexion inscription faq contact best profil recrute pour le compte de son client basé à oujda intitulé de poste laveur ayant une expérience obligatoire. en tant que laveur chez nous, vous serez au cœur de notre processus de production. votre mission ? assurer la propreté et la sécurité de nos locaux pour permettre à nos équipes de travailler dans les meilleures conditions. vos responsabilités seront les suivantes : nettoyer et désinfecter les espaces de travail, les zones communes et les équipements selon nos protocoles stricts d''hygiène et de sécurité. gérer les déchets et les matériaux recyclables en respectant nos politiques environnementales. identifier et signaler tout problème d''entretien ou de sécurité dans les locaux. travailler en étroite collaboration avec notre équipe d''entretien pour assurer la qualité de nos services. chez nous, chaque membre de l''équipe est essentiel au bon fonctionnement de notre entreprise. en tant que laveur, vous contribuerez directement à la satisfaction de nos clients et au bien-être de nos collaborateurs. profil nous recherchons un laveur passionné et rigoureux pour rejoindre notre équipe dynamique. le candidat idéal possède une expérience avérée dans le domaine de la blanchisserie industrielle et maîtrise les techniques de lavage et de traitement des textiles. les compétences requises sont les suivantes : maîtrise des équipements de lavage industriels connaissance des produits de lavage et des procédures de traitement capacité à travailler en équipe et de manière autonome responsabilité et rigueur dans le respect des normes de qualité et de sécurité capacité à gérer les priorités et à travailler dans un environnement en constante évolution nous accordons également de la valeur aux candidats ayant une expérience dans la gestion d''équipe et une connaissance des logiciels de gestion de production. une formation en hygiène et sécurité serait un atout supplémentaire.",2008,19,294,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300229/laveur.html
agent d’expédition hoceima - al hoceima,akdital,al hoceima,"mes favoris connexion inscription faq contact dans le cadre du renforcement de notre équipe administrative, nous recrutons un agent d’expédition des dossiers de prises en charge pour notre structure basée à hoceima. missions principales : préparer, classer et expédier les dossiers de prise en charge vers les organismes concernés vérifier la conformité et la complétude des dossiers administratifs assurer le suivi des envois et le respect des délais mettre à jour les registres et documents de suivi respecter la confidentialité et les procédures internes profil recherché : une première expérience dans un poste similaire idéalement dans une structure se santé structurée bonne maîtrise des outils bureautiques (word, excel) sens de l’organisation, rigueur et discrétion capacité à travailler sous pression et à respecter les délais",865,42,124,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300201/Agent-d’Expédition-Hoceima.html
réceptionniste al hoceima / bac+2,akdital,al hoceima,"mes favoris connexion inscription faq contact dans le cadre du lancement des nouveaux projets, nous sommes à la recherches des réceptionnistes expérimentés pour notre clinique située àhoceima. missions principales : - accueillir les patients et les familles et répondre à leurs questions, - gérer les appels téléphoniques, les courriels et les messages, - prendre des rendez-vous et gérer l''agenda des médecins et des infirmières, - fournir des informations sur les services de la clinique et les procédures médicales, - résoudre les problèmes et les plaintes des patients, - collaborer avec les équipes médicales pour assurer une prise en charge efficace des patients, - maintenir la confidentialité et la sécurité des informations patient. profil recherché : - bac+2 en économie, gestion d''entreprises ou équivalent, - expérience significative de deux ans et plus dans un rôle de réceptionniste, avec expérience clinique - maîtrise de la langue française à un niveau professionnel - compétences en communication et en service à la clientèle.",1079,34,159,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300197/Réceptionniste-al-hoceima-bac2.html
commercial senior cuisine (h/f) b2c & b2b - agadir,ixina agadir,agadir,"mes favoris connexion inscription faq contact ixina agadir recrute : commercial / vendeur-concepteur cuisine senior (h/f) lieu : agadir – quartier dakhla contrat : cdi – temps plein ixina, enseigne internationale spécialiste de la cuisine équipée, poursuit son développement à agadir. pour renforcer notre équipe et accompagner l’expansion de notre activité, nous recherchons un commercial senior polyvalent (h/f), capable d’évoluer à la fois sur le btoc en showroom et sur le btob auprès des promoteurs immobiliers. vos missions commercial showroom – btoc • accueillir les clients et les accompagner dans la conception de leur projet cuisine. • concevoir des plans 3d sur logiciel dédié (carat, insitu, autocad…). • proposer des solutions personnalisées, esthétiques et adaptées aux besoins et budgets des clients. • suivre les projets dans leur intégralité : vente, commande, coordination, satisfaction client. • contribuer activement aux objectifs de vente du magasin. développement commercial – btob / promotion immobilière • prospecter et développer un portefeuille de clients professionnels : promoteurs immobiliers, architectes, bureaux d’études, décorateurs d’intérieur, … • présenter l’offre ixina et négocier des partenariats pour équiper des projets immobiliers. • assurer un suivi régulier des prospects et clients professionnels. • représenter l’enseigne lors de rendez-vous, visites de chantiers et événements pro. - profil recherché • minimum 5 ans d’expérience en tant que vendeur-concepteur cuisine ou commercial dans un secteur similaire (cuisine, ameublement, habitat, design, immobilier, …). • maîtrise des logiciels de conception 3d. • solides compétences commerciales en btoc et/ou en btob. • capacité à négocier avec des professionnels et à gérer des projets immobiliers. • autonomie, sens du résultat, rigueur et esprit d’équipe. • passion pour la cuisine, le design et la relation client. • maitrise de la langue arabe & française • permis b nous offrons • un environnement de travail",2117,50,295,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300189/Commercial-Senior-Cuisine-(HF)-B2C-et-B2B.html
technicien de laboratoire (bouskoura) / bac+3,confidentiel,bouskoura,"mes favoris connexion inscription faq contact dans le cadre de son développement, varun beverages morocco recrute des techniciens laboratoire sur le site de bouskoura. missions : - assurer le contrôle du produit fini sur la ligne selon le plan qualité ; - effectuer les analyses physicochimiques des produits finis selon les normes et rédiger les rapports ; profil : bac+3 en biologie ou chimie industrielle ou équivalent avec une expérience dans un milieu industriel. transport assuré.",495,45,75,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300185/Technicien-de-laboratoire-(bouskoura)-bac3.html
chargée de trésorerie junior / bac+4/5 en finance gestion - casablanca,transport et logistique,casablanca,mes favoris connexion inscription faq contact société de transport et logistique située à nouaceur cherche à recruter pour son propre compte un chargée de trésorerie. missions principales: traitement des demandes de paiement lettrage des chèques rapprochement bancaire analyse des comptes analyse des indicateurs profil: bac+4/5 en finance gestion expérience minimum 1 an transport pris en charge par la société merci de nous envoyer vos candidature,460,72,65,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293955/Chargée-de-trésorerie-junior-bac45-en-finance-gestion.html
commerciaux(ales) en immobilier - beni mellal,somareinv,beni mellal,"mes favoris connexion inscription faq contact une entreprise de promotion immobilière basée à casablanca recrute des commerciaux(ales) motivé(e)s, dynamiques et dotés d’un excellent sens de la communication pour ses projets situés à béni mellal. missions : accueillir et accompagner les clients présenter les biens immobiliers assurer le suivi des prospects jusqu’à la conclusion de la vente participer aux actions de prospection commerciale profil recherché : expérience en vente, idéalement dans le secteur immobilier aisance relationnelle et sens de la négociation motivation, dynamisme et esprit d’équipe",629,45,85,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300178/Commerciaux(ales)-en-Immobilier.html
agent de sécurité - salé - rabat,avanta maroc,rabat,"mes favoris connexion inscription faq contact pour le compte de notre client, nous sommes à la recherche de trois agents de gardiennage.",137,35,22,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300176/Agent-de-sécurité-Salé.html
إعلان توظيف – حراس أمن (security guards) - tanger,ajouami group of securitas,tanger,mes favoris connexion inscription faq contact - مكان العمل: مدينة طنجة تعلن شركة عن فتح باب التوظيف لفائدة حراس الأمن للعمل بمواقع مختلفة بمدينة طنجة - الشروط المطلوبة مستوى تعليمي مناسب (يفضل الباك أو ما يعادله) خبرة في المجال الأمني (ميزة إضافية) حسن السلوك والانضباط في العمل القدرة على العمل بنظام التناوب بنية جسمانية جيدة ولباقة في التعامل تحمل ضغط العمل والالتزام بالمواعيد - المهام الأساسية مراقبة المداخل والمخارج تسجيل الزوار والحفاظ على الأمن داخل الموقع التدخل عند الحالات غير العادية وفق التعليمات إعداد تقارير يومية عن سير العمل - المزايا راتب محفز + تعويضات حسب الموقع تكوين وتأطير قبل الالتحاق بالعمل,1081,68,102,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10299071/إعلان-توظيف-–-حراس-أمن-(Security-Guards).html
technicien en réparation électronique - casablanca,pas important,casablanca,"mes favoris connexion inscription faq contact missions : -diagnostic et réparation de cartes électroniques -profil : -très bonne maîtrise de la réparation électronique -expérience pratique exigée -autonome, sérieux, méthodique diplôme : -aucun diplôme exigé -le savoir-faire est obligatoire -conditions : poste stable salaire selon expérience",356,52,45,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297691/Technicien-en-réparation-électronique.html
aide comptable - casablanca,sarl,casablanca,mes favoris connexion inscription faq contact nous recherchons une jeune fille sérieuse et motivée pour un poste d’aide-comptable. missions : - saisie des pièces comptables - classement et archivage des documents - suivi des paiements et factures - aide à la préparation des déclarations fiscales profil recherché : - connaissances de base en comptabilité - maîtrise de word et excel - sens de l’organisation - ponctuelle et discrète merci d''envoyer voter cv.,473,27,72,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295414/Aide-Comptable.html
assistante commercial hotline - casablanca,non spécifié,casablanca,"mes favoris connexion inscription faq contact en tant qu''assistante commercial hotline, vous serez le point de contact principal pour nos clients et partenaires. vous jouerez un rôle crucial dans le maintien de la satisfaction client, la gestion des commandes, la résolution des problèmes et le développement des ventes grâce à l''upselling. responsabilités principales : • gestion de la hotline : o répondre aux appels entrants et aux demandes des clients et partenaires de manière professionnelle et efficace. o fournir des informations précises sur les produits, les prix, la disponibilité et les délais de livraison. o traiter les commandes, les retours et les échanges. o résoudre les problèmes et les réclamations des clients de manière rapide et satisfaisante. • support commercial : o assister l''équipe commerciale dans la gestion des comptes clients. o effectuer des suivis de commandes et des relances clients. o mettre à jour la base de données clients. o préparer des rapports d''activité et des statistiques sur les appels et les ventes. • upselling : o identifier les opportunités d''upselling et de cross-selling lors des interactions avec les clients. o proposer des produits complémentaires ou des gammes supérieures pour augmenter la valeur des ventes. o atteindre les objectifs d''upselling fixés par l''entreprise. • service client : o assurer un excellent niveau de service client en tout temps. o identifier les besoins des clients et proposer des solutions adaptées. o recueillir les commentaires des clients et les transmettre à l''équipe concernée. profil recherché : • formation : bac +3 minimum. • expérience : au moins 3 ans d''expérience dans un centre d''appels, avec une expérience prouvée en upselling. • langues : o maîtrise parfaite de l''arabe (oral et écrit). o très bonne maîtrise du français (oral et écrit). o la maîtrise de l''amazigh est un atout considérable. o la maîtrise de l''anglais est un plus.",1989,42,306,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293921/Assistante-Commercial-Hotline.html
infographiste - casablanca,non spécifié,casablanca,"mes favoris connexion inscription faq contact en tant qu’infographiste, vous travaillerez en étroite collaboration avec notre équipe marketing et commerciale pour développer des concepts créatifs et des solutions visuelles qui captent l''attention de notre public cible. missions : - assurer la mise à jour graphique et la réalisation des supports de communication (catalogue, foyers, brochures...) - concevoir graphiquement les supports à caractères informatif ou promotionnel dans le respect de la charte graphique - créer les supports de communication offline : flyer, plaquette, clip clap, oneway, poster, habillage… (documents print) - apporter, à la demande, son appui technique aux directions sur la réalisation graphique de leurs documents - participer à la création de contenus pour nos comptes (instagram, facebook, linkedin, youtube...) - suivre les tendances actuelles en matière de design graphique et proposer des idées innovantes pour améliorer nos projets - effectuer le reporting de son activité compétences et qualités - aisance avec l’ensemble de la suite adobe ( photoshop, illustrator, canca, indesign, after effects, ...). - excellentes qualités rédactionnelles et orales en français et en arabe - grand sens créatif et artistique - vous faites preuve d’autonomie et d’un sens de prise d’initiatives - vous faites preuve d’une éthique irréprochable - bonne faculté d’adaptation formation - formation bac+2/ bac+3 - maîtrise parfaite du français et de l’arabe vernaculaire",1538,26,218,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293943/Infographiste.html
offre de stage pfe marketing digital & actions com - casablanca,africacosmetica,casablanca,"mes favoris connexion inscription faq contact dans le cadre du développement de nos activités, nous recherchons des stagiaires pfe motivé(e)s pour intégrer notre équipe et contribuer activement à nos projets marketing digital et actions commerciales, idéalement dans le secteur cosmétique. stage pfe – marketing digital missions participer à l’élaboration et à la mise en œuvre de la stratégie marketing digitale. créer et planifier du contenu digital : posts, stories, reels visuels, bannières, supports de communication gérer et animer les réseaux sociaux (instagram, facebook, tiktok, etc.). contribuer aux campagnes d’influence : recherche de profils, prise de contact, suivi des collaborations et reporting. réaliser une veille concurrentielle (marché cosmétique, tendances, innovations). participer au suivi des performances digitales (engagement, reach, conversions). aider à la création de supports marketing : présentations, fiches produits, argumentaires. participer au lancement et au suivi des promotions et activations digitales. outils & compétences souhaités canva (obligatoire), meta business suite notions en montage vidéo (capcut, inshot, premiere pro ou équivalent) notions en analytics (insights, google analytics – un plus) sensibilité au branding et à l’univers cosmétique / beauté fortement appréciée profil recherché étudiant(e) en master 2 marketing, marketing digital, communication ou équivalent. créatif(ve), organisé(e), autonome et force de proposition. à l’aise avec les réseaux sociaux et la création de contenu. une première expérience ou un fort intérêt pour le secteur cosmétique est un réel atout. stage pfe – actions commerciales missions participer aux actions de prospection b2b et au développement du portefeuille clients. identifier de nouvelles opportunités commerciales et partenaires. mettre à jour et gérer la base de données clients. préparer des offres commerciales, devis et présentations. assurer le suivi des",2026,63,271,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10298384/Offre-de-Stage-PFE-Marketing-Digital-et-Actions-Com.html
chef d’équipe électricien cfo / cfa. - mohammedia,confidentiel,mohammedia,"mes favoris connexion inscription faq contact entreprise basse a mohammedia cherche chef d’équipe électricien cfo / cfa. missions principales : encadrer, organiser et coordonner une équipe d’électriciens sur chantier lire et interpréter les plans et schémas électriques réaliser et superviser les travaux cfo (courants forts) et cfa (courants faibles) participer activement aux travaux sur le terrain (profil opérationnel, travail manuel) veiller au respect des délais, de la qualité et des règles de sécurité assurer le suivi de l’avancement des travaux et le reporting participer aux essais, mises en service et levées de réserves profil recherché : formation en électricité (ofppt / bac pro / technicien spécialisé ou équivalent) expérience minimum 5 ans, dont au moins 2 ans comme chef d’équipe bonne maîtrise des installations cfo / cfa chef d’équipe terrain, capable de travailler directement avec ses mains sens des responsabilités, rigueur, autonomie et esprit d’équipe lieu : mohammedia et region type de contrat :cdd rémunération : selon profil et expérience 5000/6000 net",1125,53,162,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10298366/Chef-d’Équipe-Électricien-CFO-CFA.html
comptable à rabat– poste à pourvoir immédiatement,abcotrade consulting,rabat,"mes favoris connexion inscription faq contact entreprise basée à rabat cherche comptable (homme ou femme), lieu de travail : agdal - rabat salaire : selon profil type d’emploi : cdd missions : - enregistrement des pièces comptables - rapprochements bancaires - révision comptable - établissements de reporting mensuels et trimestriels - établissements des bilans comptables - établissements des comptes annuels et liasses fiscales profil recherché : bac+4 ou plus en gestion, comptabilité, avec 3 ans expérience, esprit d’équipe, engagement et grande motivation pour le métier de la comptabilité bonne maîtrise du français est indispensable, et niveau opérationnel en anglais. veuillez envoyer vos cv",720,54,103,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297668/Comptable-à-Rabat–-poste-à-pourvoir-immédiatement.html
commercial terrain - casablanca,rock group,casablanca,"mes favoris connexion inscription faq contact le commercial terrain aura pour mission principale de développer le portefeuille clients de la société sur l''ensemble du territoire marocain, en assurant la commercialisation et la promotion des produits rock space et rock-i. le commercial terrain sera responsable des activités suivantes : vente de services et produits aux partenaires : prospection de nouveaux clients animation et dynamisation des ventes en points de vente encadrement et formation de vendeurs en points de vente suivi de l’après-vente auprès des clients de la société présentation de reportings à la société closing des affaires : mener à bien le cycle de vente jusqu''à la signature du contrat. profil recherché compétences et qualités le candidat idéal devra remplir toutes les conditions nécessaires pour un commercial terrain, notamment : excellentes compétences en prospection et en négociation. capacité prouvée à atteindre et dépasser les objectifs de vente. autonomie, rigueur et sens de l''organisation. aptitude à travailler en déplacement constant et de manière nationale. excellent relationnel et sens du service client. maîtrise des techniques de vente et de closing. langues maîtrise de l''arabe (indispensable, lu, écrit et parlé). français : niveau professionnel (bon niveau écrit et oral). la connaissance de l''amazigh (berbère) est un atout majeur (point très positif pour l''interaction avec le marché traditionnel).",1487,31,213,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293911/Commercial-Terrain.html
assistant(e) technique - casablanca,deltatec,casablanca,mes favoris connexion inscription faq contact nous recrutons un(e) assistant(e) technique pour notre service après vente pour les équipements médicaux mission : aide au suivi des contrats de maintenance.,206,35,29,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10292863/Assistant(e)-technique.html
mall office group simac recrute - casablanca,mall office,casablanca,"mes favoris connexion inscription faq contact mall office group simac est une société marocaine spécialisée dans l’importation, la distribution et la commercialisation de consommables informatiques et de matériel bureautique, notamment les toners et cartouches d’encre. forte de plus de 10 ans d’expérience, la société accompagne les administrations publiques et les entreprises privées. postes à pourvoir 1 chef d’équipe magasinier (bac +4 min) encadrement de l’équipe magasin, organisation des réceptions, stockage et préparation des commandes, suivi des entrées/sorties et inventaires sur sage, respect des procédures et de la sécurité. profil : expérience confirmée en logistique, maîtrise obligatoire de sage, leadership, rigueur et bonne condition physique. 2 responsables dépôt / magasinier (bac) gestion du dépôt, réception et contrôle des marchandises, suivi des stocks sur sage, préparation des bons de livraison et inventaires. profil : bac exigé, minimum 5 ans d’expérience comme magasinier, maîtrise de sage, sérieux et bonne santé physique. 5 aides magasiniers / ramasseurs de commandes (bac) préparation des commandes, manutention, rangement, inventaires et assistance à la mise à jour des stocks sur sage. profil : expérience souhaitée, dynamisme, ponctualité et bonne condition physique. 1 responsable magasinier (femme – bac +2 min) gestion du dépôt avec les magasiniers, suivi global des stocks sur sage, contrôle de la traçabilité et reporting. profil : expérience confirmée, excellente maîtrise de sage, organisation et rigueur. 2 livreurs (permis valide – 5 ans min) livraison des commandes, chargement/déchargement, respect des délais et remise des bons signés. profil : expérience confirmée, sérieux et très bonne santé physique. contrat : cdd ou cdi selon profil candidature : merci d’envoyer votre cv.",1900,44,263,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10296611/MALL-OFFICE-GROUP-SIMAC-RECRUTE.html
educatrices maternelle (francais / anglais ) - marrakech,gs,marrakech,"mes favoris connexion inscription faq contact notre école privée à marrakech recrute des éducatrices de maternelle en français et en anglais. profil recherché : expérience professionnelle d’au moins 2 ans en enseignement préscolaire maîtrise de la langue française ou anglaise selon le poste sens de la pédagogie, créativité et passion pour l’éducation des jeunes enfants 📍 localisation : marrakech les candidates intéressées sont invitées à envoyer leur cv. merci",489,56,69,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293097/Educatrices-Maternelle-(Francais-Anglais-).html
commercial b2b – machines industrielles (h/f) - casablanca,4 000 - 6 000 dh,casablanca,"mes favoris connexion inscription faq contact dans le cadre de son développement, une société spécialisée dans le marquage et le codage industriel, recrute 3 commerciaux b2b pour renforcer son équipe commerciale. à propos de l’entreprise : depuis plus de 15 ans dans le domaine du marquage industriel et de la traçabilité, en proposant : - machines de marquage (jet d’encre, laser, transfert thermique, impression & pose) - consommables et pièces de rechange - services de maintenance, assistance technique et formation, intervention sur tout le maroc auprès de clients industriels. missions : - prospecter et développer un portefeuille clients industriels - identifier les besoins techniques des clients - présenter et vendre des solutions de marquage adaptées - réaliser des visites terrain et démonstrations - négocier et conclure les ventes - assurer le suivi commercial et la fidélisation des clients - travailler en coordination avec l’équipe technique profil recherché : - bac+2 / bac+3 minimum (commercial, technique ou équivalent) - expérience souhaitée en vente b2b dans le secteur industriel - bonne compréhension des produits techniques - excellent relationnel et sens de la négociation - autonomie, rigueur et esprit terrain - permis b obligatoire - portefeuille clients industriels : un atout conditions : - salaire fixe : entre 4 000 mad et 5 000 mad - commissions attractives selon les performances - évolution possible selon résultats - environnement professionnel et technique stimulant poste basé à casablanca, déplacements terrain à prévoir",1598,60,237,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10299036/COMMERCIAL-B2B-–-MACHINES-INDUSTRIELLES-(HF).html
chargé d''assistance - casablanca,assistance,casablanca,"mes favoris connexion inscription faq contact offre d’emploi – agent(e) centre d’appels (assistance d''assurance). nous recrutons des candidat(e)s pour rejoindre notre équipe au sein de notre bureau situé à read sofia à casablanca. ✔️ profil recherché : • niveau d’études : bac+1 ou bac+2 minimum. • résidant(e) à proximité de riad sofia, lissasfa ou sidi maârouf. • sérieux(se), ponctuel(le) et capable de travailler en rotation. 🕒 organisation du travail (24h/24 – 7j/7) en mode shift : • 08h00 – 16h00 juste les filles. • 16h00 – 00h00 • 00h00 – 08h00 cycle : 7 jours de travail / 7. un jours de repos par semaine. 💰 rémunération & formation : • 1 mois de formation rémunéré à 1000 mad. • après formation : salaire mensuel de 3000 mad. 📍 lieu de travail : casablanca. les candidat(e)s intéressé(e)s sont prié(e)s d’envoyer leur cv a ce numéro wathsap : 📞0675292957.",939,33,148,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10299017/chargé-dassistance.html
